
864,-0.41,0.25,9.57,0
920,-0.22,0.33,9.69,0
976,0.48,0.16,9.71,0
1032,-0.46,0.12,9.46,0
1088,-0.28,0.23,10.23,0
1144,-0.26,-0.06,10.09,0
1200,0.48,0.46,9.53,0
1256,-0.21,-0.11,9.61,0
1312,0.37,0.22,10.28,0
1368,-0.09,0.33,10.00,0
1424,-0.19,-0.03,9.89,0
1480,-0.37,0.03,9.70,0
1536,-0.07,-0.47,9.47,0
1592,0.17,-0.48,9.73,0
1648,-0.22,-0.32,9.83,0
1704,0.45,-0.21,10.12,0
1760,-0.03,0.09,9.61,0
1816,-0.42,-0.50,10.00,0
1872,0.15,-0.38,9.51,0
1928,0.24,0.28,9.43,0
1984,0.25,-0.03,9.58,0
2040,-0.36,-0.15,9.86,0
2096,-0.21,0.48,9.90,0
2152,-0.16,0.08,9.72,0
2208,-0.41,-0.44,9.68,0
2264,0.21,0.24,10.23,0
2320,0.00,-0.05,10.28,0
2375,0.32,0.09,9.68,0
2430,-0.40,-0.22,9.45,0
2486,-0.24,0.34,9.53,0
2542,0.49,-0.30,9.47,0
2598,0.22,-0.26,9.52,0
2654,0.40,0.46,9.41,0
2710,0.10,0.33,10.26,0
2766,-0.22,-0.05,9.66,0
2822,-0.10,0.12,9.89,0
2878,0.28,0.17,9.98,0
2934,0.41,0.18,9.60,0
2989,0.37,0.44,9.75,0
3045,0.02,0.19,10.30,0
3100,-0.23,-0.23,10.10,0
3156,0.34,0.43,9.89,0
3212,-0.25,0.30,9.83,0
3268,0.32,-0.10,9.62,0
3324,0.34,0.38,10.20,0
3379,-0.21,0.46,9.66,0
3435,0.41,-0.37,10.02,0
3491,-0.15,-0.10,9.67,0
3547,0.35,0.29,9.56,0
3602,-0.27,0.29,9.84,0
3658,0.39,0.11,10.28,0
3714,0.15,-0.17,9.87,0
3770,0.05,0.35,9.90,0
3825,0.39,0.12,9.57,0
3881,-0.07,0.24,10.07,0
3937,0.18,0.22,9.34,0
3993,-0.37,-0.42,9.73,0
4049,-0.05,0.07,10.19,0
4105,0.36,-0.17,9.34,0
4161,0.23,0.28,10.11,0
4217,-0.15,0.47,9.36,0
4273,0.35,-0.37,9.73,0
4329,0.38,0.26,9.96,0
4385,-0.24,0.30,9.64,0
4441,-0.12,0.09,9.75,0
4497,0.08,0.41,9.48,0
4553,0.31,-0.06,10.19,0
4609,-0.40,-0.04,9.80,0
4665,0.45,-0.42,9.62,0
4721,-0.31,-0.06,9.57,0
4777,-0.33,0.38,10.19,0
4833,-0.45,0.47,9.39,0
4889,-0.41,0.40,10.28,0
4945,0.09,-0.21,10.03,0
5001,0.36,0.38,9.45,0
5057,0.21,0.03,10.27,0
5112,0.32,-0.35,9.58,0
5168,-0.30,0.36,9.42,0
5224,0.34,0.25,9.32,0
5279,-0.47,0.00,9.53,0
5334,-0.40,-0.02,10.21,0
5390,-0.01,-0.17,10.08,0
5446,-0.17,0.15,9.77,0
5502,0.32,0.49,9.84,0
5558,-0.15,-0.01,9.83,0
5614,-0.11,0.35,9.68,0
5670,0.23,-0.33,9.39,0
5726,-0.18,-0.24,9.35,0
5782,0.28,-0.23,10.20,0
5838,-0.03,-0.50,9.36,0
5894,-0.04,-0.17,10.04,0
5950,0.31,0.18,10.21,0
6006,0.15,-0.07,9.70,0
6062,-0.02,-0.11,10.08,0
6118,-0.02,0.48,9.94,0
6174,-0.15,-0.50,10.08,0
6230,0.04,-0.42,9.47,0
6286,-0.26,-0.44,9.82,0
6342,0.15,0.09,10.14,0
6397,0.05,0.03,9.38,0
6452,0.40,-0.04,9.49,0
6508,-0.43,-0.18,10.20,0
6564,0.08,-0.06,9.42,0
6620,-0.29,-0.34,10.01,0
6676,-0.37,0.27,9.83,0
6732,-0.25,-0.23,9.35,0
6788,0.11,0.35,9.79,0
6844,0.09,-0.16,10.30,0
6900,0.29,-0.06,9.98,0
6956,-0.26,-0.20,9.36,0
7012,0.48,-0.27,9.84,0
7068,-0.16,-0.15,9.76,0
7124,0.11,0.30,9.88,0
7179,-0.42,0.33,9.39,0
7235,-0.15,-0.09,9.53,0
7291,0.32,0.25,9.89,0
7346,-0.19,-0.47,9.79,0
7402,0.01,-0.11,9.36,0
7458,-0.21,0.25,9.54,0
7514,-0.11,0.36,9.88,0
7570,-0.50,-0.48,10.27,0
7626,-0.45,-0.12,9.84,0
7682,-0.47,0.02,9.84,0
7738,0.27,0.03,9.32,0
7793,-0.29,0.32,9.91,0
7849,0.09,0.22,10.26,0
7905,0.26,0.17,9.65,0
7961,0.46,-0.32,10.18,0
8017,0.41,-0.45,9.77,0
8073,0.20,-0.42,10.28,0
8129,-0.04,-0.34,10.14,0
8185,-0.44,0.44,9.53,0
8241,0.17,-0.11,10.17,0
8297,0.04,0.32,9.61,0
8353,-0.11,0.33,9.38,0
8409,0.27,-0.49,9.67,0
8465,0.46,0.30,9.45,0
8520,0.47,-0.36,9.80,0
8576,-0.11,-0.34,9.70,0
8632,-0.06,0.32,9.50,0
8688,0.26,0.14,10.29,0
8744,0.39,-0.28,10.13,0
8800,0.27,0.49,9.41,0
8856,0.30,-0.46,9.95,0
8912,0.21,-0.50,10.21,0
8968,-0.24,0.36,9.94,0
9024,0.30,-0.46,10.28,0
9080,-0.15,0.27,10.21,0
9136,0.03,0.49,9.89,0
9192,0.25,0.44,9.57,0
9247,0.27,0.08,9.80,0
9302,-0.47,0.09,9.98,0
9358,0.08,0.31,9.36,0
9414,-0.15,0.48,10.30,0
9470,0.26,-0.08,10.10,0
9526,0.01,-0.09,10.13,0
9582,0.03,0.31,10.28,0
9638,-0.20,0.13,10.23,0
9694,-0.21,-0.09,10.09,0
9750,0.43,0.06,10.16,0
9806,0.27,0.24,10.22,0
9862,0.36,0.05,9.55,0
9917,0.23,0.40,9.53,0
9972,-0.36,-0.28,9.39,0
10028,0.21,-0.02,9.70,0
10084,-0.20,-0.23,9.31,0
10140,-0.08,0.40,9.62,0
10196,-0.13,0.06,10.28,0
10252,-0.07,-0.15,10.06,0
10308,-0.19,0.48,10.05,0
10364,-0.12,0.03,10.00,0
10420,-0.32,-0.13,10.01,0
10476,-0.23,-0.10,10.19,0
10532,-0.04,0.37,10.26,0
10588,0.05,0.30,9.46,0
10643,-0.45,-0.09,9.64,0
10699,0.09,0.23,9.32,0
10755,0.21,-0.11,10.25,0
10811,0.43,-0.02,10.05,0
10867,0.05,-0.36,9.86,0
10923,-0.22,0.17,9.40,0
10979,0.20,0.37,10.15,0
11035,0.20,-0.16,9.84,0
11091,0.40,0.44,9.81,0
11146,-0.15,-0.37,9.93,0
11202,0.49,-0.08,9.78,0
11258,-0.04,0.08,9.64,0
11314,0.28,0.16,10.00,0
11369,-0.02,-0.48,9.58,0
11425,0.02,-0.47,10.19,0
11481,0.05,0.15,10.16,0
11537,0.18,-0.43,9.57,0
11593,-0.44,0.22,10.18,0
11649,0.26,-0.08,10.06,0
11705,-0.08,-0.02,9.76,0
11761,-0.35,-0.28,9.69,0
11817,0.24,0.15,9.71,0
11873,0.23,-0.22,10.02,0
11929,0.26,-0.01,10.19,0
11985,-0.15,0.37,10.03,0
12041,0.35,0.22,9.83,0
12097,-0.05,-0.18,9.32,0
12153,-0.08,0.28,10.27,0
12209,0.00,-0.23,10.30,0
12264,-0.17,0.36,9.69,0
12320,-0.27,0.05,9.38,0
12376,-0.11,0.47,10.11,0
12432,-0.38,-0.49,10.20,0
12488,-0.06,-0.42,9.47,0
12544,0.12,0.15,9.82,0
12600,-0.49,0.29,9.83,0
12656,-0.17,0.05,9.48,0
12712,-0.10,-0.17,9.38,0
12768,-0.06,0.11,9.83,0
12824,0.33,0.02,9.78,0
12879,-0.23,-0.35,9.45,0
12935,-0.41,0.15,9.84,0
12991,-0.28,-0.07,9.66,0
13047,0.41,-0.13,9.39,0
13103,-0.36,0.26,9.47,0
13159,0.48,0.49,9.33,0
13215,0.28,0.38,9.49,0
13271,-0.35,0.44,9.91,0
13327,-0.48,-0.13,9.72,0
13383,-0.33,0.39,9.46,0
13439,0.05,-0.10,10.02,0
13495,0.47,0.46,9.82,0
13551,0.13,0.46,9.58,0
13607,-0.32,-0.23,9.68,0
13663,-0.35,-0.48,9.33,0
13719,0.08,0.03,9.96,0
13774,0.40,0.47,9.53,0
13830,-0.29,0.34,10.29,0
13886,0.32,-0.22,9.85,0
13942,0.35,-0.03,9.49,0
13998,-0.44,-0.32,10.00,0
14054,0.00,0.02,9.54,0
14109,0.03,-0.40,9.59,0
14165,0.06,0.00,9.73,0
14220,0.49,0.18,10.11,0
14276,-0.45,-0.03,9.86,0
14332,0.48,-0.45,10.21,0
14388,-0.25,0.29,9.77,0
14444,0.05,0.03,10.05,0
14499,0.06,0.02,10.04,0
14554,-0.20,0.20,9.33,0
14610,-0.50,0.30,9.44,0
14666,0.38,-0.31,10.09,0
14722,0.44,0.13,9.45,0
14778,-0.21,0.20,10.13,0
14834,-0.35,-0.26,9.56,0
14890,0.34,0.16,10.18,0
14946,-0.06,-0.28,9.84,0
15002,0.48,0.24,10.21,0
15058,-0.05,-0.05,10.27,0
15114,-0.13,0.02,10.15,0
15170,-0.35,-0.17,10.13,0
15226,-0.42,-0.39,9.71,0
15282,-0.45,0.15,9.63,0
15338,-0.19,-0.37,9.41,0
15394,-0.02,-0.22,10.27,0
15450,-0.17,0.34,9.67,0
15506,-0.21,0.18,10.01,0
15562,0.33,-0.42,9.94,0
15618,-0.37,-0.11,9.49,0
15674,0.18,-0.17,9.56,0
15730,0.14,0.09,9.56,0
15785,-0.50,-0.16,9.96,0
15841,-0.47,0.01,10.24,0
15897,0.20,0.07,10.08,0
15952,-0.09,0.25,9.90,0
16008,-0.35,-0.30,10.13,0
16064,0.44,-0.04,9.32,0
16120,0.20,-0.15,9.60,0
16176,-0.01,0.08,9.84,0
16232,-0.17,-0.17,9.58,0
16288,0.02,-0.12,9.68,0
16344,0.01,0.31,9.40,0
16399,-0.40,0.16,9.37,0
16455,-0.33,-0.39,9.39,0
16511,-0.45,-0.15,10.18,0
16567,0.46,-0.19,9.40,0
16623,-0.34,-0.34,9.93,0
16679,-0.01,-0.09,9.55,0
16735,-0.03,0.42,9.87,0
16791,0.47,-0.28,10.23,0
16847,-0.39,0.03,10.25,0
16903,-0.28,0.15,9.59,0
16959,0.33,-0.42,9.31,0
17015,0.28,0.33,10.17,0
17071,0.18,-0.21,9.57,0
17127,-0.30,0.37,10.21,0
17183,0.20,-0.06,10.01,0
17239,-0.19,0.22,9.62,0
17295,-0.45,-0.44,9.68,0
17351,-0.39,0.38,9.95,0
17407,0.27,-0.09,9.49,0
17463,-0.28,-0.18,10.13,0
17519,0.18,0.46,9.45,0
17575,-0.48,-0.38,9.91,0
17631,0.01,-0.30,10.23,0
17687,0.49,-0.09,9.47,0
17743,-0.05,0.23,10.18,0
17799,-0.04,-0.32,9.38,0
17855,0.46,0.06,9.73,0
17910,0.26,-0.24,9.68,0
17966,0.10,0.21,9.39,0
18022,0.34,0.27,10.08,0
18077,0.17,-0.13,9.99,0
18133,0.15,0.20,10.12,0
18188,-0.08,-0.36,9.46,0
18244,-0.24,0.38,9.59,0
18300,-0.39,0.37,9.54,0
18356,0.11,-0.49,9.49,0
18412,-0.05,0.12,10.01,0
18468,0.10,-0.28,10.19,0
18524,-0.42,0.20,9.73,0
18580,-0.15,0.40,9.33,0
18636,-0.21,0.01,9.93,0
18692,0.39,-0.06,9.79,0
18748,-0.38,-0.29,10.13,0
18804,0.34,0.26,10.08,0
18859,0.10,0.13,9.41,0
18915,-0.20,-0.47,10.25,0
18971,-0.26,0.19,9.65,0
19027,-0.16,-0.03,9.82,0
19083,0.43,0.14,9.60,0
19138,0.32,-0.02,9.51,0
19194,-0.05,-0.19,9.80,0
19250,-0.28,-0.25,9.71,0
19306,0.14,-0.21,9.53,0
19362,-0.03,0.49,9.91,0
19418,-0.50,-0.29,9.60,0
19474,0.27,-0.39,9.35,0
19530,0.18,-0.28,10.02,0
19586,-0.43,-0.40,10.22,0
19642,0.21,-0.22,9.88,0
19698,0.12,-0.05,9.38,0
19754,-0.22,-0.04,9.66,0
19810,-0.01,-0.04,9.71,0
19866,0.47,0.39,10.23,0
19922,0.06,0.42,9.98,0
19978,-0.14,-0.27,9.98,0
20034,-0.33,0.00,9.65,0
20089,-0.30,-0.40,9.52,0
20145,0.05,-0.21,10.03,0
20201,-0.28,0.08,9.60,0
20257,0.02,0.31,9.64,0
20313,0.01,-0.31,9.84,0
20369,-0.11,0.24,10.06,0
20425,-0.50,-0.18,9.69,0
20481,-0.17,0.48,9.65,0
20537,0.35,-0.10,10.20,0
20593,0.43,-0.46,10.10,0
20649,0.07,-0.06,9.61,0
20705,-0.32,0.13,9.83,0
20761,0.13,0.21,10.17,0
20817,-0.10,0.12,9.93,0
20873,0.01,0.03,9.54,0
20928,0.33,-0.08,9.41,0
20984,-0.25,0.47,9.52,0
21040,0.02,0.46,10.17,0
21096,-0.29,0.47,9.86,0
21152,0.00,-0.06,9.82,0
21207,0.38,-0.16,9.68,0
21263,-0.21,-0.06,9.81,0
21319,0.49,0.43,9.68,0
21375,0.20,0.06,9.48,0
21430,-0.36,-0.49,9.74,0
21486,0.06,0.49,10.12,0
21542,0.39,-0.39,9.89,0
21598,0.10,0.46,9.90,0
21653,-0.01,-0.22,9.31,0
21709,0.20,-0.38,9.55,0
21765,0.37,-0.23,9.70,0
